Filename,True_Label,True_Name,Model,Pred_Prob_Pneumonia,Pred_Label,Pred_Name,Correct,Concentration,Faithfulness_Drop,GC_GCpp_Agreement,Top_Row,Top_Col,Focus_Quadrant
IM-0023-0001.jpeg,0,NORMAL,ViT-Tiny,0.0003,0,NORMAL,1,0.8689,0.957,0.0176,103,71,Top-Left
IM-0025-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.704,0.3674,0.8801,143,111,Bottom-Left
IM-0025-0001.jpeg,0,NORMAL,DenseNet-121,0.0,0,NORMAL,1,0.5168,0.3543,0.9519,79,48,Top-Left
IM-0025-0001.jpeg,0,NORMAL,ViT-Tiny,0.0002,0,NORMAL,1,0.8926,0.9763,0.0427,56,151,Top-Right
IM-0027-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.5076,0.3641,0.9265,144,80,Bottom-Left
IM-0027-0001.jpeg,0,NORMAL,DenseNet-121,0.0001,0,NORMAL,1,0.5332,0.735,0.9686,48,47,Top-Left
IM-0027-0001.jpeg,0,NORMAL,ViT-Tiny,0.0003,0,NORMAL,1,0.9687,0.9779,0.0126,23,183,Top-Right
IM-0028-0001.jpeg,0,NORMAL,ResNet-18,0.0025,0,NORMAL,1,0.7197,0.9851,0.7438,175,111,Bottom-Left
IM-0028-0001.jpeg,0,NORMAL,DenseNet-121,0.0019,0,NORMAL,1,0.4999,0.7359,0.8939,48,144,Top-Right
IM-0028-0001.jpeg,0,NORMAL,ViT-Tiny,0.089,0,NORMAL,1,0.8381,0.9082,0.2035,71,120,Top-Right
IM-0029-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.6475,0.578,0.882,175,111,Bottom-Left
IM-0029-0001.jpeg,0,NORMAL,DenseNet-121,0.0002,0,NORMAL,1,0.5085,0.4173,0.9249,79,175,Top-Right
IM-0029-0001.jpeg,0,NORMAL,ViT-Tiny,0.0002,0,NORMAL,1,0.847,0.8804,0.0,23,200,Top-Right
IM-0030-0001.jpeg,0,NORMAL,ResNet-18,0.0002,0,NORMAL,1,0.653,0.9919,0.9069,80,112,Top-Right
IM-0030-0001.jpeg,0,NORMAL,DenseNet-121,0.005,0,NORMAL,1,0.6305,0.8355,0.8204,175,80,Bottom-Left
IM-0030-0001.jpeg,0,NORMAL,ViT-Tiny,0.1176,0,NORMAL,1,0.93,0.8782,0.0,136,56,Bottom-Left
IM-0031-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.4782,0.8712,0.9072,175,111,Bottom-Left
IM-0031-0001.jpeg,0,NORMAL,DenseNet-121,0.0001,0,NORMAL,1,0.6135,0.4655,0.9865,48,175,Top-Right
IM-0031-0001.jpeg,0,NORMAL,ViT-Tiny,0.0003,0,NORMAL,1,0.8886,0.9773,0.266,71,167,Top-Right
IM-0033-0001-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.5891,0.3699,0.9003,112,79,Bottom-Left
IM-0033-0001-0001.jpeg,0,NORMAL,DenseNet-121,0.0014,0,NORMAL,1,0.567,0.7715,0.8628,79,144,Top-Right
IM-0033-0001-0001.jpeg,0,NORMAL,ViT-Tiny,0.0437,0,NORMAL,1,0.8187,0.8098,0.0345,56,152,Top-Right
IM-0033-0001-0002.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.5664,0.832,0.9118,143,80,Bottom-Left
IM-0033-0001-0002.jpeg,0,NORMAL,DenseNet-121,0.0,0,NORMAL,1,0.3471,0.3821,0.947,79,175,Top-Right
IM-0033-0001-0002.jpeg,0,NORMAL,ViT-Tiny,0.0003,0,NORMAL,1,0.8727,0.9163,0.0863,56,71,Top-Left
IM-0033-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.5725,0.836,0.8529,175,112,Bottom-Right
IM-0033-0001.jpeg,0,NORMAL,DenseNet-121,0.0015,0,NORMAL,1,0.6842,0.5045,0.9546,48,144,Top-Right
IM-0033-0001.jpeg,0,NORMAL,ViT-Tiny,0.0019,0,NORMAL,1,0.9037,0.9946,0.0477,40,151,Top-Right
IM-0035-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.6295,0.8777,0.9198,80,111,Top-Left
IM-0035-0001.jpeg,0,NORMAL,DenseNet-121,0.0002,0,NORMAL,1,0.5541,0.6142,0.9452,48,144,Top-Right
IM-0035-0001.jpeg,0,NORMAL,ViT-Tiny,0.0002,0,NORMAL,1,0.8295,0.9893,0.2296,119,199,Bottom-Right
IM-0036-0001.jpeg,0,NORMAL,ResNet-18,0.0006,0,NORMAL,1,0.4921,0.6931,0.8246,112,80,Bottom-Left
IM-0036-0001.jpeg,0,NORMAL,DenseNet-121,0.0166,0,NORMAL,1,0.7113,0.832,0.8294,47,175,Top-Right
IM-0036-0001.jpeg,0,NORMAL,ViT-Tiny,0.0307,0,NORMAL,1,0.9469,0.9518,0.0492,56,72,Top-Left
IM-0037-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.6819,0.9112,0.9101,111,79,Top-Left
IM-0037-0001.jpeg,0,NORMAL,DenseNet-121,0.0014,0,NORMAL,1,0.8166,0.9087,0.9768,48,47,Top-Left
IM-0037-0001.jpeg,0,NORMAL,ViT-Tiny,0.0092,0,NORMAL,1,0.9022,0.9874,0.1767,72,56,Top-Left
IM-0039-0001.jpeg,0,NORMAL,ResNet-18,0.0002,0,NORMAL,1,0.55,0.9943,0.9172,80,111,Top-Left
IM-0039-0001.jpeg,0,NORMAL,DenseNet-121,0.0072,0,NORMAL,1,0.6041,0.9112,0.9806,48,79,Top-Left
IM-0039-0001.jpeg,0,NORMAL,ViT-Tiny,0.0234,0,NORMAL,1,0.8951,0.9445,0.1092,120,56,Bottom-Left
IM-0041-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.5257,0.8804,0.9131,112,80,Bottom-Left
IM-0041-0001.jpeg,0,NORMAL,DenseNet-121,0.0,0,NORMAL,1,0.471,0.1106,0.9143,48,175,Top-Right
IM-0041-0001.jpeg,0,NORMAL,ViT-Tiny,0.0005,0,NORMAL,1,0.8483,0.337,0.1145,40,0,Top-Left
IM-0043-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.4864,0.5184,0.9103,80,111,Top-Left
IM-0043-0001.jpeg,0,NORMAL,DenseNet-121,0.0001,0,NORMAL,1,0.5112,0.1344,0.9729,79,48,Top-Left
IM-0043-0001.jpeg,0,NORMAL,ViT-Tiny,0.0009,0,NORMAL,1,0.8669,0.4621,0.1984,71,56,Top-Left
IM-0045-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.5685,0.559,0.9063,111,112,Top-Right
IM-0045-0001.jpeg,0,NORMAL,DenseNet-121,0.0,0,NORMAL,1,0.5009,0.1936,0.973,48,79,Top-Left
IM-0045-0001.jpeg,0,NORMAL,ViT-Tiny,0.0003,0,NORMAL,1,0.8976,0.8897,0.0975,71,152,Top-Right
IM-0046-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.4359,0.5401,0.8985,144,80,Bottom-Left
IM-0046-0001.jpeg,0,NORMAL,DenseNet-121,0.0005,0,NORMAL,1,0.547,0.51,0.9566,48,143,Top-Right
IM-0046-0001.jpeg,0,NORMAL,ViT-Tiny,0.0004,0,NORMAL,1,0.8747,0.867,0.0573,72,167,Top-Right
IM-0049-0001.jpeg,0,NORMAL,ResNet-18,0.0002,0,NORMAL,1,0.8096,0.9383,0.9373,175,111,Bottom-Left
IM-0049-0001.jpeg,0,NORMAL,DenseNet-121,0.0128,0,NORMAL,1,0.8245,0.9351,0.8576,47,111,Top-Left
IM-0049-0001.jpeg,0,NORMAL,ViT-Tiny,0.0012,0,NORMAL,1,0.9109,0.929,0.0064,88,71,Top-Left
IM-0050-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.7355,0.9287,0.9431,111,111,Top-Left
IM-0050-0001.jpeg,0,NORMAL,DenseNet-121,0.0,0,NORMAL,1,0.6196,0.6789,0.9245,79,143,Top-Right
IM-0050-0001.jpeg,0,NORMAL,ViT-Tiny,0.0001,0,NORMAL,1,0.9421,0.7763,0.1892,103,183,Top-Right
IM-0059-0001.jpeg,0,NORMAL,ResNet-18,0.0001,0,NORMAL,1,0.7093,0.9949,0.911,144,111,Bottom-Left
IM-0059-0001.jpeg,0,NORMAL,DenseNet-121,0.0005,0,NORMAL,1,0.7544,0.8178,0.9639,48,111,Top-Left
IM-0059-0001.jpeg,0,NORMAL,ViT-Tiny,0.0001,0,NORMAL,1,0.9218,0.947,0.1093,119,167,Bottom-Right
IM-0061-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.5885,0.9859,0.9265,175,111,Bottom-Left
IM-0061-0001.jpeg,0,NORMAL,DenseNet-121,0.0003,0,NORMAL,1,0.5704,0.8912,0.9378,175,80,Bottom-Left
IM-0061-0001.jpeg,0,NORMAL,ViT-Tiny,0.0002,0,NORMAL,1,0.8726,0.8047,0.1398,0,72,Top-Left
IM-0063-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.6856,0.9407,0.946,79,143,Top-Right
IM-0063-0001.jpeg,0,NORMAL,DenseNet-121,0.0044,0,NORMAL,1,0.7305,0.9022,0.9648,47,112,Top-Right
IM-0063-0001.jpeg,0,NORMAL,ViT-Tiny,0.0001,0,NORMAL,1,0.8898,0.9784,0.1764,40,152,Top-Right
IM-0065-0001.jpeg,0,NORMAL,ResNet-18,0.2702,0,NORMAL,1,0.7345,0.7287,0.7142,80,112,Top-Right
IM-0065-0001.jpeg,0,NORMAL,DenseNet-121,0.1734,0,NORMAL,1,0.7968,0.8219,0.7818,48,111,Top-Left
IM-0065-0001.jpeg,0,NORMAL,ViT-Tiny,0.3275,0,NORMAL,1,0.9263,0.6661,0.1624,120,152,Bottom-Right
IM-0067-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.7694,0.9982,0.8509,79,112,Top-Right
IM-0067-0001.jpeg,0,NORMAL,DenseNet-121,0.0006,0,NORMAL,1,0.7343,0.8411,0.9526,48,80,Top-Left
IM-0067-0001.jpeg,0,NORMAL,ViT-Tiny,0.0005,0,NORMAL,1,0.9525,0.917,0.0622,151,71,Bottom-Left
IM-0069-0001.jpeg,0,NORMAL,ResNet-18,0.0017,0,NORMAL,1,0.7883,0.9929,0.8574,48,112,Top-Right
IM-0069-0001.jpeg,0,NORMAL,DenseNet-121,0.0063,0,NORMAL,1,0.677,0.8496,0.8786,48,143,Top-Right
IM-0069-0001.jpeg,0,NORMAL,ViT-Tiny,0.0035,0,NORMAL,1,0.8815,0.9823,0.1842,72,152,Top-Right
IM-0070-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.6779,0.9715,0.943,143,111,Bottom-Left
IM-0070-0001.jpeg,0,NORMAL,DenseNet-121,0.0,0,NORMAL,1,0.606,0.8848,0.9667,144,111,Bottom-Left
IM-0070-0001.jpeg,0,NORMAL,ViT-Tiny,0.0,0,NORMAL,1,0.9422,0.993,0.2,24,152,Top-Right
IM-0071-0001.jpeg,0,NORMAL,ResNet-18,0.0008,0,NORMAL,1,0.6476,0.9972,0.9283,48,112,Top-Right
IM-0071-0001.jpeg,0,NORMAL,DenseNet-121,0.0043,0,NORMAL,1,0.6006,0.9377,0.9377,47,80,Top-Left
IM-0071-0001.jpeg,0,NORMAL,ViT-Tiny,0.0118,0,NORMAL,1,0.8556,0.9686,0.2462,103,168,Top-Right
IM-0073-0001.jpeg,0,NORMAL,ResNet-18,0.9683,1,PNEUMONIA,0,0.5965,-0.0247,0.6916,48,48,Top-Left
IM-0073-0001.jpeg,0,NORMAL,DenseNet-121,0.9884,1,PNEUMONIA,0,0.4759,0.138,0.8697,143,48,Bottom-Left
IM-0073-0001.jpeg,0,NORMAL,ViT-Tiny,0.9954,1,PNEUMONIA,0,0.9175,0.1074,0.0342,104,119,Top-Right
IM-0075-0001.jpeg,0,NORMAL,ResNet-18,0.6099,1,PNEUMONIA,0,0.8028,0.492,0.7006,79,176,Top-Right
IM-0075-0001.jpeg,0,NORMAL,DenseNet-121,0.5719,1,PNEUMONIA,0,0.8247,-0.0628,0.7382,144,144,Bottom-Right
IM-0075-0001.jpeg,0,NORMAL,ViT-Tiny,0.971,1,PNEUMONIA,0,0.9588,0.3081,0.0,103,135,Top-Right
IM-0077-0001.jpeg,0,NORMAL,ResNet-18,0.2642,0,NORMAL,1,0.8666,0.7088,0.67,48,112,Top-Right
IM-0077-0001.jpeg,0,NORMAL,DenseNet-121,0.1128,0,NORMAL,1,0.7778,0.6643,0.8833,47,143,Top-Right
IM-0077-0001.jpeg,0,NORMAL,ViT-Tiny,0.8874,1,PNEUMONIA,0,0.9375,0.2167,0.002,152,0,Bottom-Left
IM-0079-0001.jpeg,0,NORMAL,ResNet-18,0.1738,0,NORMAL,1,0.7169,0.825,0.6212,175,143,Bottom-Right
IM-0079-0001.jpeg,0,NORMAL,DenseNet-121,0.5223,1,PNEUMONIA,0,0.8108,0.3833,0.7707,175,79,Bottom-Left
IM-0079-0001.jpeg,0,NORMAL,ViT-Tiny,0.1701,0,NORMAL,1,0.9445,0.8219,0.0233,103,167,Top-Right
IM-0081-0001.jpeg,0,NORMAL,ResNet-18,0.0391,0,NORMAL,1,0.67,0.9545,0.862,48,80,Top-Left
IM-0081-0001.jpeg,0,NORMAL,DenseNet-121,0.102,0,NORMAL,1,0.7936,0.8419,0.9308,47,79,Top-Left
IM-0081-0001.jpeg,0,NORMAL,ViT-Tiny,0.1419,0,NORMAL,1,0.8666,0.8488,0.0623,87,151,Top-Right
IM-0083-0001.jpeg,0,NORMAL,ResNet-18,0.0035,0,NORMAL,1,0.7058,0.9939,0.8667,175,111,Bottom-Left
IM-0083-0001.jpeg,0,NORMAL,DenseNet-121,0.0033,0,NORMAL,1,0.588,0.8725,0.9307,143,111,Bottom-Left
IM-0083-0001.jpeg,0,NORMAL,ViT-Tiny,0.0088,0,NORMAL,1,0.7709,0.9323,0.023,167,40,Bottom-Left
IM-0084-0001.jpeg,0,NORMAL,ResNet-18,0.0078,0,NORMAL,1,0.6179,0.9398,0.8349,144,80,Bottom-Left
IM-0084-0001.jpeg,0,NORMAL,DenseNet-121,0.0093,0,NORMAL,1,0.7532,0.8393,0.9053,48,80,Top-Left
IM-0084-0001.jpeg,0,NORMAL,ViT-Tiny,0.0003,0,NORMAL,1,0.8246,0.9715,0.2462,103,167,Top-Right
IM-0085-0001.jpeg,0,NORMAL,ResNet-18,0.9896,1,PNEUMONIA,0,0.5516,0.4788,0.8727,176,48,Bottom-Left
IM-0085-0001.jpeg,0,NORMAL,DenseNet-121,0.581,1,PNEUMONIA,0,0.7704,0.2837,0.6367,144,48,Bottom-Left
IM-0085-0001.jpeg,0,NORMAL,ViT-Tiny,0.924,1,PNEUMONIA,0,0.8992,0.066,0.0095,167,136,Bottom-Right
IM-0086-0001.jpeg,0,NORMAL,ResNet-18,0.0062,0,NORMAL,1,0.8155,0.9722,0.8795,175,111,Bottom-Left
IM-0086-0001.jpeg,0,NORMAL,DenseNet-121,0.0006,0,NORMAL,1,0.8043,0.9704,0.9544,176,80,Bottom-Left
IM-0086-0001.jpeg,0,NORMAL,ViT-Tiny,0.0022,0,NORMAL,1,0.8471,0.9194,0.0,55,167,Top-Right
IM-0087-0001.jpeg,0,NORMAL,ResNet-18,0.047,0,NORMAL,1,0.85,0.9327,0.7498,47,111,Top-Left
IM-0087-0001.jpeg,0,NORMAL,DenseNet-121,0.053,0,NORMAL,1,0.734,0.9235,0.8715,0,80,Top-Left
IM-0087-0001.jpeg,0,NORMAL,ViT-Tiny,0.0013,0,NORMAL,1,0.9169,0.9321,0.1307,88,56,Top-Left
IM-0089-0001.jpeg,0,NORMAL,ResNet-18,0.0001,0,NORMAL,1,0.647,0.9608,0.8331,144,80,Bottom-Left
IM-0089-0001.jpeg,0,NORMAL,DenseNet-121,0.0002,0,NORMAL,1,0.7182,0.2793,0.962,47,80,Top-Left
IM-0089-0001.jpeg,0,NORMAL,ViT-Tiny,0.0001,0,NORMAL,1,0.8141,0.9735,0.2458,88,71,Top-Left
IM-0091-0001.jpeg,0,NORMAL,ResNet-18,0.8763,1,PNEUMONIA,0,0.6679,0.5661,0.7607,176,175,Bottom-Right
IM-0091-0001.jpeg,0,NORMAL,DenseNet-121,0.5657,1,PNEUMONIA,0,0.8743,0.193,0.5927,112,112,Bottom-Right
IM-0091-0001.jpeg,0,NORMAL,ViT-Tiny,0.8922,1,PNEUMONIA,0,0.9737,0.4669,0.0207,56,120,Top-Right
IM-0093-0001.jpeg,0,NORMAL,ResNet-18,0.0363,0,NORMAL,1,0.6936,0.8906,0.8045,112,79,Bottom-Left
IM-0093-0001.jpeg,0,NORMAL,DenseNet-121,0.0012,0,NORMAL,1,0.6087,0.8047,0.9663,48,112,Top-Right
IM-0093-0001.jpeg,0,NORMAL,ViT-Tiny,0.0008,0,NORMAL,1,0.8721,0.8777,0.1005,72,56,Top-Left
IM-0095-0001.jpeg,0,NORMAL,ResNet-18,0.0096,0,NORMAL,1,0.813,0.9872,0.8957,48,111,Top-Left
IM-0095-0001.jpeg,0,NORMAL,DenseNet-121,0.065,0,NORMAL,1,0.8371,0.9239,0.9624,47,80,Top-Left
IM-0095-0001.jpeg,0,NORMAL,ViT-Tiny,0.028,0,NORMAL,1,0.9277,0.9635,0.0,72,151,Top-Right
IM-0097-0001.jpeg,0,NORMAL,ResNet-18,0.3283,0,NORMAL,1,0.7901,0.6671,0.5932,47,111,Top-Left
IM-0097-0001.jpeg,0,NORMAL,DenseNet-121,0.0118,0,NORMAL,1,0.6931,0.8382,0.8998,48,111,Top-Left
IM-0097-0001.jpeg,0,NORMAL,ViT-Tiny,0.0284,0,NORMAL,1,0.879,0.9684,0.0,56,56,Top-Left
IM-0099-0001.jpeg,0,NORMAL,ResNet-18,0.0002,0,NORMAL,1,0.7465,0.9892,0.8979,175,111,Bottom-Left
IM-0099-0001.jpeg,0,NORMAL,DenseNet-121,0.0001,0,NORMAL,1,0.6843,0.8484,0.9414,47,80,Top-Left
IM-0099-0001.jpeg,0,NORMAL,ViT-Tiny,0.0001,0,NORMAL,1,0.9501,0.6562,0.1822,56,40,Top-Left
IM-0101-0001.jpeg,0,NORMAL,ResNet-18,0.0312,0,NORMAL,1,0.797,0.9664,0.6309,176,111,Bottom-Left
IM-0101-0001.jpeg,0,NORMAL,DenseNet-121,0.2278,0,NORMAL,1,0.7062,0.7604,0.918,176,80,Bottom-Left
IM-0101-0001.jpeg,0,NORMAL,ViT-Tiny,0.1445,0,NORMAL,1,0.9181,0.8457,0.206,88,55,Top-Left
IM-0102-0001.jpeg,0,NORMAL,ResNet-18,0.3711,0,NORMAL,1,0.8627,0.6257,0.779,176,80,Bottom-Left
IM-0102-0001.jpeg,0,NORMAL,DenseNet-121,0.1356,0,NORMAL,1,0.8447,0.8519,0.9198,176,79,Bottom-Left
IM-0102-0001.jpeg,0,NORMAL,ViT-Tiny,0.0326,0,NORMAL,1,0.9246,0.9656,0.093,40,56,Top-Left
IM-0103-0001.jpeg,0,NORMAL,ResNet-18,0.0,0,NORMAL,1,0.6913,0.8661,0.9412,112,112,Bottom-Right
IM-0103-0001.jpeg,0,NORMAL,DenseNet-121,0.0,0,NORMAL,1,0.4772,0.6034,0.9466,48,143,Top-Right
IM-0103-0001.jpeg,0,NORMAL,ViT-Tiny,0.0,0,NORMAL,1,0.8535,0.992,0.515,151,184,Bottom-Right
IM-0105-0001.jpeg,0,NORMAL,ResNet-18,0.0003,0,NORMAL,1,0.6205,0.9962,0.9308,144,111,Bottom-Left
IM-0105-0001.jpeg,0,NORMAL,DenseNet-121,0.0002,0,NORMAL,1,0.7666,0.5762,0.9634,48,80,Top-Left
IM-0105-0001.jpeg,0,NORMAL,ViT-Tiny,0.001,0,NORMAL,1,0.879,0.9167,0.2613,104,167,Top-Right
